"Data Source","World Development Indicators",
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Last Updated Date","11.04.2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"Comoros","COM","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","34.01164929","34.19857611","33.47825982","34.97034944","34.63209042","36.11672892","37.40714388","37.97408249","39.46857518","40.88994846","41.42110057","39.65819331","39.51006273","39.11056919","37.61683753","40.89181219","40.89130631","40.89352261","40.92945658","40.9497772","38.89620391","40.89154814","41.09164212","41.09187038","41.08844753","41.22451125","40.97222222","40.83160441","43.02893606","43.36915203","40.60980055","39.67581222","38.23366149","37.0792778","35.57651011",""
"Cabo Verde","CPV","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","18.5600465","15.77264812","12.58012028","12.05682004","11.85648906","12.98960838","13.63127287","17.64634416","17.69673267","16.21087187","14.39070453","13.39300681","11.79420025","10.13642607","12.85895303","13.68056848","12.44848107","11.68065177","10.94724964","13.64336994","12.8717827","11.41576602","10.35147125","10.14369825","9.863467719","9.001187323","8.318712135","8.517737666","7.751864576","8.319046096","7.989777332","7.84317609","8.446544468","8.462285351","7.807272879",""
"Costa Rica","CRI","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","13.88013264","13.32586857","11.85824657","13.20240479","13.5015251","13.02873769","12.41595644","12.27183637","13.44004025","13.3447287","13.03534187","13.3903808","13.69618777","12.84740361","12.99235369","12.83326036","10.54177591","9.456459214","8.800597451","8.535744055","8.746773491","8.623275612","8.993400918","8.917804441","8.482637496","7.205679253","7.416051219","7.177987175","6.399889156","6.065306535","5.608101206","",""
"Caribbean small states","CSS","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","5.5853104","5.705371639","5.830137342","5.940137741","","5.789244322","5.716814363","5.760401421","5.893180839","6.46899155","6.458988366","6.636754523","6.295317656","5.953418643","5.73534402","5.471420018","4.968044113","4.79035987","4.61612932","4.303247427","4.052816723","3.886264199","3.961719352","3.512685749","3.580600229","3.82578684","3.767432011","3.848941856","3.957099143","3.98778503","",""
"Cuba","CUB","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","13.32867471","13.32695728","13.32699522","13.33063715","13.33774091","13.32103963","13.31836693","13.3271849","13.34883765","13.37320892","13.23735047","13.30498286","13.37121382","13.45673242","13.49433023","12.54402802","13.64256256","13.69715455","13.87859419","13.67876565","13.99482784","13.30896183","13.13330206","10.26560278","9.585068386","8.766641216","9.674596308","9.641027646","8.569985461","8.001776085","8.411051663","8.533021625","7.933904921","7.79660787","7.09758456","5.622879996","4.484300793","4.970419617","4.958808681","5.046184665","4.99195465","4.999046408","","","",""
"Curacao","CUW","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cayman Islands","CYM","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.252791339","0.268605826","0.282316132","0.330867691","0.333062872","0.340817112","0.344416342","","",""
"Cyprus","CYP","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","15.7198437","15.90295915","13.21200322","10.91807019","10.241347","9.588316752","9.25799218","9.269194977","7.900061334","8.942723146","7.488869646","7.327126556","7.431750171","7.174707202","6.929860426","6.859176782","6.191348558","5.723677562","5.612727121","5.067521817","4.838354491","4.407060114","3.871359599","4.019461282","3.897383667","3.587323602","3.556642345","3.571745882","3.084324005","2.815050231","2.666254797","2.260227087","2.088334861","2.207108806","2.244998653","2.256954754","2.395846677","2.386533458","2.51698075","2.352344115",""
"Czech Republic","CZE","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.669160041","4.673232857","4.369363613","3.995121241","3.642044384","3.72467019","3.434924672","3.418471861","3.294530235","2.803943822","2.585231146","2.546426694","2.447564184","2.281779262","2.170426986","2.133194118","1.815983015","1.680692205","2.409831039","2.621657474","2.695649676","2.704413902",""
"Germany","DEU","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.168680694","1.062180017","1.0100991","1.027710418","1.044574113","1.094632869","1.083223812","1.027568525","1.012332193","1.056652474","1.150091628","0.946233481","0.867004744","1.002028551","0.758758284","0.780194848","0.825476704","0.894490089","0.736124275","0.719302062","0.822337668","0.771841365","0.789952934","0.682515659",""
"Djibouti","DJI","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.289621762","3.0619576","3.18270459","3.305112079","3.524247617","3.594062655","3.235423173","3.572617922","3.533751193","3.481328876","3.489712132","3.544197839","3.538367668","3.581828581","3.613000787","3.618258228","3.533525074","3.50676208","3.855276533","","","","","","","",""
"Dominica","DMA","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","37.61792453","39.1201737","32.89224953","30.68039516","31.71800405","30.4400978","29.09876954","28.02308945","27.94697241","30.24440321","29.7782322","28.45373097","23.97795947","25.00811162","23.78976826","22.39658614","21.47693656","21.72610614","18.88431733","19.90548661","19.39426717","18.84828388","18.7189371","13.32277318","12.60733517","12.0693464","12.38333183","12.76628627","13.3254717","12.53187935","12.70277505","14.08834952","15.23524839","13.90843759","14.98851385","14.42303724","16.26780743","15.93349999",""
"Denmark","DNK","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.775304607","3.478810526","3.201440977","3.087834312","3.003042883","3.293959014","3.244492851","3.071471542","2.516883952","2.275089666","2.497806448","2.716663365","2.073179891","1.872677663","1.893390529","1.347719891","1.371625777","1.38406827","1.002446272","0.971962313","1.403836008","1.53345078","1.789530513","1.363262233","1.377337264",""
"Dominican Republic","DOM","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","25.68442011","24.86449083","22.99704886","23.29756719","24.27975915","26.04889828","24.94111313","22.94916267","24.63021596","25.63686709","24.40010104","21.1118279","22.24719644","20.27496819","20.36008883","21.81580559","20.07136605","18.83593704","18.45178802","20.07043181","14.46177788","19.1047731","12.79595863","16.97746236","14.90818048","14.51116244","13.34079994","12.53562527","11.23150938","10.29788892","10.00591168","9.27138359","9.063553341","8.717208505","8.02517856","7.245164837","7.461964363","7.209847318","6.419084071","6.988037112","7.453918544","7.058109568","7.096866604","6.841013904","6.620034834","6.501137141","6.186485541","6.271187024","6.290880174","6.206319186",""
"Algeria","DZA","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","12.87621336","9.137255729","10.33066567","10.85337355","9.030164734","9.205465737","9.569174944","8.420845701","7.039760289","7.366629138","10.41840814","9.926880737","8.4701407","8.805621441","9.016628577","8.509234344","9.235127717","8.389786536","7.746150479","7.530864305","8.995894076","10.17942174","12.87465982","12.16765643","13.03901511","11.35826743","10.167058","12.12684642","12.09707289","10.0584369","10.49781796","11.76669856","9.482320158","12.53328136","12.20107884","8.879883555","10.19560484","9.765767743","10.31836707","9.903523044","8.01299569","7.745495309","7.6884525","6.680704895","10.06624348","9.029438453","8.615298363","9.395778166","10.64823583","11.09494072",""
"East Asia & Pacific (developing only)","EAP","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","27.82781861","37.15071103","40.42393102","40.62017892","38.6875547","38.57438837","37.92901132","39.80595592","41.01578754","37.78853767","35.27990894","33.90591601","32.62632332","33.19442071","33.09672965","31.78375127","31.97188862","29.16212256","27.74569067","29.87197735","28.5314534","29.58396762","30.53479271","30.26386817","29.40334717","26.78750514","25.84390064","25.56946153","24.75934457","24.0086589","24.9288558","22.87338507","20.7979775","18.91512734","18.98830286","19.03449109","18.69939849","17.45111702","17.10749949","16.25656379","14.61667061","13.99088479","13.52886237","12.81109069","13.14523462","11.80494752","11.0314498","10.90019672","11.04890164","10.70260039","10.42784019","10.47433405","10.34322155","10.16250207","9.914848273",""
"East Asia & Pacific (all income levels)","EAS","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","17.31777172","16.37024945","15.37586636","15.63802444","15.49506222","14.83682023","14.61592917","13.52874868","12.67214884","13.20087351","12.12872884","12.34760651","12.46249141","12.14508962","11.87525072","11.05320898","10.51324249","10.2454976","9.934541436","9.6305831","9.708079918","8.863952501","8.161764384","7.484306481","7.609442025","7.458732257","7.351661861","6.832550831","6.726881482","6.470998984","5.796849225","5.550715327","5.393262921","5.05329001","5.126606549","4.614829575","4.349299215","4.24356485","4.269542237","4.192165789","4.112222303","4.124752809","4.077401905","4.018288345","",""
"Europe & Central Asia (developing only)","ECA","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","23.06236116","22.13367234","","","","","19.17873768","18.64718463","18.49610234","20.67853976","18.74720853","18.79441909","18.8688586","18.63673523","18.18566619","18.07799729","16.79977179","15.02198994","13.76497612","13.27199774","12.62450508","12.91460482","12.33239477","12.01647668","11.01369165","9.773710816","8.676169512","8.706349431","8.912194063","9.101323073","9.134068296","8.667347575","8.531625166","8.358338146",""
"Europe & Central Asia (all income levels)","ECS","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.887587747","3.500334593","3.434729498","3.3851735","3.649113851","3.580989194","3.382082998","3.152472638","3.025563031","2.890270223","2.830967254","2.697944188","2.592415716","2.54516599","2.23888765","2.080558408","2.045377658","1.991709737","1.894455273","1.983689554","2.047563057","2.010343061","2.026900439","1.970383216",""
"Ecuador","ECU","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","32.72058034","32.98989387","33.99416259","33.28803326","31.3146511","32.54323816","29.26362455","29.85114264","30.81644628","27.44394143","27.35802687","26.56744726","27.21882489","26.90550409","25.02207386","23.15287797","20.86046753","19.50467434","19.06680798","16.71593274","16.73662709","16.25205359","16.36077834","17.39095962","19.28720211","19.63764726","21.85230531","22.36169843","23.03752846","23.39582878","21.42761954","21.7342575","19.68202561","24.30918799","22.96580361","22.62255984","21.39172116","20.90989665","18.32287554","18.32826619","16.33739326","13.74486796","12.21924278","11.65610192","10.3702494","10.03785881","9.895465882","9.837194744","9.298670237","10.50300123","10.18039244","9.944893408","9.061708768","9.052629793","9.129299635",""
"Egypt, Arab Rep.","EGY","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","28.6009403","27.94487937","28.55649616","29.43541132","29.84751237","29.42856055","29.16592057","31.07698458","30.66531967","30.49797547","29.03481013","28.28872577","27.05070312","25.34087325","20.90736186","18.26365912","20.09424964","19.5651098","19.63770708","20.05036276","19.98622966","20.78606657","20.49457662","18.95957733","19.67336262","19.36663924","17.57403006","16.54242047","16.71250684","16.87458197","16.77922622","17.25984546","16.95435335","17.11367707","17.31736085","16.74074262","16.55871103","16.46219947","16.33866623","15.17611233","14.87537634","14.06986666","14.07024006","13.22384683","13.62747397","13.99018382","14.5170221","11.13712931","10.99127062","11.08875899",""
"Euro area","EMU","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.620594448","2.489991848","2.302162499","2.347903099","2.821994548","2.814652331","2.723262688","2.608578165","2.466486706","2.387419419","2.355039548","2.195036591","2.101083488","2.059415487","1.819391899","1.701999499","1.728947719","1.653842316","1.503086027","1.624817992","1.679085094","1.69309907","1.728268552","1.649554",""
"Eritrea","ERI","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.55896178","22.40599378","24.36763657","20.93939941","17.99476809","16.85999278","25.52899258","24.88204328","13.43563017","16.24869322","15.05953567","12.87451124","11.57568215","24.20911283","26.10861624","25.38333623","17.38247062","14.52884276","","","","","",""
"Spain","ESP","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.206727374","4.763333267","4.686714314","4.55343827","4.206420776","4.1206097","4.009428037","3.794220229","3.733895848","3.411264982","3.025243123","2.638396964","2.711195399","2.492122238","2.340571024","2.551032262","2.479463181","2.488350711","2.821650644","2.520591917",""
"Estonia","EST","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.733774759","5.390518821","5.15894198","5.977750584","4.389001237","4.838978839","4.73809975","4.234257295","4.037411312","3.893278609","3.501358709","3.092701128","3.455347274","2.742887502","2.44394376","3.192381651","3.880985661","3.982804456","3.503507105","3.442175385",""
"Ethiopia","ETH","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","58.08064422","56.33285861","57.4675953","51.17965586","55.37018568","53.92258165","51.95200151","51.57352265","51.21277059","52.04077703","61.35629685","65.97295606","62.37275609","55.66025242","55.03858231","54.30215987","57.72290526","52.48803109","48.62737685","47.75863921","45.64146015","41.66034075","40.11962165","42.30117869","44.70227594","45.87827516","45.46158956","48.43371358","48.63701309","44.74109707","44.66957015","47.98313014","44.89672031","41.92301248",""
"European Union","EUU","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.58029273","2.453504517","2.357194105","2.395175187","2.867516709","2.800022946","2.689714503","2.525463256","2.370395415","2.272106875","2.25880042","2.090600609","2.015026068","2.010376075","1.720281051","1.621931112","1.631191586","1.579396258","1.432963918","1.55775905","1.618516865","1.616844327","1.641605601","1.576812614",""
"Fragile and conflict affected situations","FCS","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.93337723","29.80190808","29.67259503","29.98620884","30.58586334","29.08531613","26.713764","27.28088964","23.12124193","22.18719099","19.89610468","17.65252291","17.28215553","17.27939728","","","","","","","",""
"Finland","FIN","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","10.76591787","10.24616499","9.652385742","9.247139449","9.075274057","9.5918164","8.594072241","8.730804568","8.484208054","8.188296995","7.801059355","7.461792573","6.035748646","6.049200977","6.060524146","6.207323858","5.541971213","4.901682546","4.999133021","4.782105184","4.333425977","3.948593152","3.948409394","3.336867949","3.316883234","3.380872483","3.14528247","3.051814707","2.909794847","2.722843635","2.61243133","2.29938528","2.68309971","2.46381745","2.543764367","2.730717516","2.727422061","2.733489157","2.99127902","2.836056574",""
"Fiji","FJI","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","41.42705005","36.84738956","33.81088825","31.98529412","29.58226769","29.70679012","27.61565836","28.53759621","24.7428262","24.98915401","25.18295902","25.57856273","25.61117082","25.76236896","23.32839194","21.94401244","21.55504234","22.14206192","19.89095312","20.27005442","18.40649382","15.98843764","18.31476359","20.89684597","23.0332252","19.53016529","22.15628193","20.41142939","20.65041267","20.14181013","19.78215092","20.88487835","20.05493498","20.05119454","17.33348841","16.76672232","19.06401389","17.06107252","14.85260021","15.3173612","14.76314364","14.52800095","14.06289762","14.4980155","13.90617857","12.6972055","11.83394029","11.18990965","10.87142135","11.44573302","12.11645963","11.23969957",""
"France","FRA","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","8.947808471","8.736553643","8.668568393","8.342099418","7.717705656","7.517912619","6.871026595","7.682382706","7.62374632","6.090329198","5.404459247","5.145516895","4.830044595","4.686644313","4.675032366","4.061010345","3.968469158","4.554185643","4.043649445","3.777225487","3.758087683","3.632671727","3.471838547","3.206121238","3.503436449","3.504142543","2.918489792","2.879821556","2.550445916","2.684785245","2.734022603","2.699308529","2.630479628","2.649897409","2.507472363","2.343107094","2.344788899","2.234435829","2.055818201","2.029061387","1.87292852","1.697959725","1.800298943","1.686712781","1.464522041","1.781916754","1.840715697","1.818997038","1.599888381","1.675190069",""
"Faroe Islands","FRO","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Micronesia, Fed. Sts.","FSM","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","44.54365079","","","","","","","","","","","","25.32121669","24.55521948","24.40817666","26.97357752","25.41183814","25.89368108","24.73220599","24.94898087","25.06248458","23.7108253","24.42120005","24.45100592","27.05119853","27.99821042","26.77185448","26.53616679","28.21253537","30.58430718","28.81297447","26.95945946",""
"Gabon","GAB","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.693047565","6.248433086","6.53608865","5.862874212","5.094556259","5.179090574","5.300878407","4.454577203","5.422029668","4.276190697","3.737386436","3.65515246","3.626467106","3.949371543",""
"United Kingdom","GBR","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.477654354","1.457517224","1.437401914","1.445418611","1.485601405","1.534375922","1.333600283","1.182985913","1.067195867","1.000024385","0.917435203","0.872152516","0.842865263","0.886261123","0.892871454","0.662398232","0.642077726","0.649077469","0.718288725","0.616607849","0.737903364","0.686491404","0.681865907","0.693897657","0.682363351",""
"Georgia","GEO","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","24.76190476","25.2173913","23.14049587","23.57723577","25.95419847","25.95419847","26.5625","24.24242424","24.26470588","23.30827068","31.69014085","28.65168539","52.91327913","58.57793647","65.86479258","52.15358321","34.13637971","29.23739659","27.56313467","26.23589905","21.93349287","22.4266356","20.61035136","20.55453116","17.91729001","16.68900504","12.81950085","10.69548306","9.387935635","9.372593774","8.381400499","9.281004165","8.590560771","9.406511518","9.203205585",""
"Ghana","GHA","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","45.22292994","39.68636912","42.25988701","40.22403259","39.36936937","49.92175274","47.92122538","45.04839911","47.14475432","52.27531286","53.8974359","50.20463847","52.26910828","53.26086957","56.17633192","53.09995782","56.37171165","60.93628594","65.04492546","63.39051614","60.05613628","55.26598718","59.35771248","","51.90365069","48.43166237","48.02698569","50.70377887","49.71706279","49.4190903","45.06751267","45.55955386","44.96376499","41.36654228","41.97789065","42.70310968","43.8782099","40.05234564","40.23304031","39.92778974","39.41371832","39.32504243","39.21139752","40.238459","41.5473174","40.93535116","31.11526617","29.73705893","31.72496426","32.90638226","30.82817552","26.02256161","23.60036744","23.15144832","22.39593568",""
"Guinea","GIN","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","23.92811788","24.65335374","23.46497426","24.06949632","23.77756121","18.84587373","17.07420142","17.99168415","20.8734761","19.23793943","18.02058138","21.0365096","22.11206077","22.46524098","22.37536701","23.22819402","23.41864733","22.32895807","25.050721","24.15815584","23.844708","25.34594657","24.94568628","25.86251494","22.04438806","22.06066424","20.54468146","20.23735654","20.1118064",""
"Gambia, The","GMB","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.62036471","29.6728604","24.2658335","22.94982116","27.76341596","29.3043508","31.72759321","24.60553986","24.53533216","23.63767831","21.35852763",""
"Guinea-Bissau","GNB","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","47.45551783","44.8506531","45.78122419","42.88252786","41.37979266","47.77200237","48.08970414","46.1544005","51.61292975","51.58871981","44.287184","53.27753248","46.76548387","42.45001263","41.31734359","46.48738223","45.2613194","57.568324","58.13395197","50.17133492","60.80318734","54.11244886","49.36667299","55.22548057","55.5937555","55.05516334","57.60061414","54.60478466","62.38272748","58.69346754","42.73795229","38.34293779","43.2125826","43.16640527","43.30514175","45.62349279","43.65183312","44.32557678","47.54775686","45.29711195","46.78045266","46.42271261","48.33030421","43.67860561","43.92307045",""
"Equatorial Guinea","GNQ","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Greece","GRC","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.10610764","7.273990108","6.921996584","6.587663782","6.45015792","6.095884723","5.84496547","5.591303007","5.57265608","4.738797936","4.773493653","3.612728316","3.443195872","3.17711672","3.137011179","3.265225075","3.358177178","3.663569169","3.727826846","3.838187881",""
"Grenada","GRD","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","27.14250228","24.24643046","26.23963397","24.70735786","25.42701092","21.60321015","20.36732334","19.94140863","17.0786357","16.80866336","18.71174027","17.90163606","15.44929174","13.39500617","13.14197111","11.23938453","10.62155923","10.1143626","10.12533714","8.625263793","8.371190403","7.860500143","8.01250141","5.986807889","6.162151785","7.232086698","6.805035281","5.768972112","3.434923544","4.525743289","4.131568754","4.343981704","5.279207157","5.227515525","5.183784877","5.598962252","5.55781896","7.06956226",""
"Greenland","GRL","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Guatemala","GTM","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.0867944","15.17490795","14.3939052","13.96624973","13.38353584","12.18525493","12.40600392","11.97228556","12.42893058","11.79335298","11.8187067","11.2409064","11.29635844","11.51895074",""
"Guam","GUM","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Guyana","GUY","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","26.2195122","26.39805488","25.68807339","26.98645185","24.4170553","24.05413719","21.68956445","21.36569752","19.69397828","20.41562","19.17021277","20.40529695","19.63444507","18.44205413","30.36330191","31.1070615","22.72946162","20.67883068","22.59399489","22.34755322","23.35329341","22.22222222","23.36","24.25","24.71509972","26.83374083","26.67392633","29.9467032","26","39.91624576","38.08179632","38.37665889","40.75412755","36.15238624","36.98946762","41.23121506","38.89348047","35.44860888","34.60667108","34.64008705","31.08820788","30.30351674","30.82318462","31.43654454","31.30532154","34.6028932","23.88123859","21.38925861","22.4239216","20.56826747","18.27836836","18.64518765","18.68884904","18.8961126","18.27657018",""
"High income","HIC","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.177408911","2.07680539","2.010605538","1.923245204","1.886445293","1.782929867","1.772045195","1.780202618","1.585699961","1.476931914","1.482034799","1.478402608","1.401850136","1.478832313","1.568805613","1.521979947","1.576374236","",""
"Hong Kong SAR, China","HKG","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.089414899","0.091294646","0.089792487","0.07675183","0.075020274","0.069217472","0.064729874","0.063992555","0.056085964","0.067931565","0.055515702","0.050615754","0.05644825","0.059369587","0.068874677",""
"Honduras","HND","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","37.40936058","38.80135928","38.76023722","37.59989345","37.85731444","40.03239741","39.58208955","38.63221329","37.95323619","35.87134887","32.44070142","31.31159732","30.92783293","30.87613106","29.41176471","27.33102973","28.54771903","30.62755798","27.17739666","25.58023523","23.66645215","22.39190555","21.64022134","21.14863863","20.82210243","21.85461445","20.57008492","20.90748704","21.1973724","21.07822221","22.43635821","22.74060751","20.37071539","20.58989484","24.34393578","21.53497211","22.32264334","23.0092828","19.13331558","15.93910325","15.87897961","14.58880158","13.45202051","12.75924058","13.36179267","13.65237125","12.98327585","13.00737326","13.11058889","11.67196008","12.49121425","15.29920116","14.60696857","13.11629986","13.8061984",""
"Heavily indebted poor countries (HIPC)","HPC","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","37.0802351","36.8602374","36.7552661","36.97789109","36.27234426","36.16518149","35.92207809","37.38864211","37.12540988","36.14367855","34.15417098","35.06266868","34.60750144","32.59590807","32.4341282","33.82035175","33.73959382","33.75171544","35.19140657","35.07198189","35.09233059","36.0662074","36.19872278","35.80014001","33.50084575","34.12967846","34.20879127","34.91817883","33.54339219","32.26185336","30.26515009","30.21413711","29.66204702","29.27081546","27.61911447","28.04064499","27.2837907","26.40930636","27.10513816","27.35856408","26.91412795","26.70931019","27.15316273","26.37982424","26.59312005",""
"Croatia","HRV","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.183408938","6.952280654","6.51749886","6.823413267","6.916705767","6.405081525","6.419843225","6.313679669","5.17524247","5.53693386","5.003564291","5.139369337","4.8319107","4.955502197","5.049389633","4.8692324","4.668285002","4.472975343","4.393308323","4.329760585",""
"Haiti","HTI","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hungary","HUN","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.410870671","8.448460955","7.269891148","6.927753521","6.126800664","5.736393356","5.631807575","4.831894524","4.500390457","5.04482259","4.290187438","4.05321895","3.984734588","3.95650519","3.519588199","3.557578572","4.632079049","4.608632893","4.553282565","4.464250767",""
"Indonesia","IDN","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","51.45631068","45.76612903","56.2810464","55.13880227","52.77630048","55.99120596","50.80905552","51.41096979","48.6083745","46.96003777","44.94242101","42.72434465","38.3629095","38.24901082","31.12686401","30.17749216","29.65284961","29.57554087","28.09998861","27.29387661","23.97190952","23.36288294","23.94467361","22.88592986","22.71755877","23.20694946","24.22026645","23.33017392","22.48330201","21.65809706","19.41040263","18.2566921","18.67809847","17.87982746","17.28626174","17.13835388","16.67238699","16.09212141","18.08286038","19.61266996","15.60197123","15.29026521","15.45645173","15.18534852","14.33577983","13.12661864","12.97380272","13.7166831","14.48174026","15.29014815","13.92921271","13.51228707","13.37397424","13.38670524","13.38042408",""
"Isle of Man","IMN","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
